11.12.2018 14:28:18: 	null , null , null , RPM Bath Sensor: 2209
10.01.2019 21:54:44: 	Temperature: 22 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1795
10.01.2019 21:54:45: 	Temperature: 24 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3189
10.01.2019 21:54:46: 	Temperature: 11 , Humidity: 48 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1298
10.01.2019 21:54:47: 	Temperature: 34 , Humidity: 55 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1674
10.01.2019 21:54:48: 	Temperature: 32 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1515
10.01.2019 21:54:49: 	Temperature: 13 , Humidity: 45 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3021
10.01.2019 21:54:50: 	Temperature: 23 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 424
10.01.2019 21:54:51: 	Temperature: 34 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1936
10.01.2019 21:54:52: 	Temperature: 10 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3079
10.01.2019 21:54:53: 	Temperature: 37 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1582
10.01.2019 21:54:54: 	Temperature: 39 , Humidity: 62 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3574
10.01.2019 21:54:55: 	Temperature: 12 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2281
10.01.2019 21:54:56: 	Temperature: 36 , Humidity: 32 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1669
10.01.2019 21:54:57: 	Temperature: 40 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2932
10.01.2019 21:54:58: 	Temperature: 24 , Humidity: 46 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1474
10.01.2019 21:54:59: 	Temperature: 15 , Humidity: 39 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1932
10.01.2019 21:55:00: 	Temperature: 34 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3096
10.01.2019 21:55:01: 	Temperature: 38 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 521
10.01.2019 21:55:02: 	Temperature: 12 , Humidity: 40 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1276
10.01.2019 21:55:03: 	Temperature: 35 , Humidity: 74 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 799
10.01.2019 21:55:04: 	Temperature: 20 , Humidity: 78 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2612
10.01.2019 21:55:05: 	Temperature: 19 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3342
10.01.2019 21:55:06: 	Temperature: 18 , Humidity: 21 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1269
10.01.2019 21:55:07: 	Temperature: 19 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3429
10.01.2019 21:55:08: 	Temperature: 38 , Humidity: 21 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 541
10.01.2019 21:55:09: 	Temperature: 10 , Humidity: 50 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1313
10.01.2019 21:55:10: 	Temperature: 29 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3932
10.01.2019 21:55:11: 	Temperature: 39 , Humidity: 78 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3483
10.01.2019 21:55:12: 	Temperature: 23 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1495
10.01.2019 21:55:13: 	Temperature: 36 , Humidity: 58 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3816
10.01.2019 21:55:14: 	Temperature: 36 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2624
10.01.2019 21:55:15: 	Temperature: 20 , Humidity: 74 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2368
10.01.2019 21:55:16: 	Temperature: 15 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1452
10.01.2019 21:55:17: 	Temperature: 32 , Humidity: 34 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2603
10.01.2019 21:55:18: 	Temperature: 17 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1602
10.01.2019 21:55:19: 	Temperature: 19 , Humidity: 43 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3601
10.01.2019 21:55:20: 	Temperature: 24 , Humidity: 61 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1194
10.01.2019 21:55:21: 	Temperature: 23 , Humidity: 43 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1290
10.01.2019 21:55:22: 	Temperature: 21 , Humidity: 62 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3569
10.01.2019 21:55:23: 	Temperature: 13 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 533
10.01.2019 21:55:24: 	Temperature: 22 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2242
10.01.2019 21:55:25: 	Temperature: 17 , Humidity: 54 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2339
10.01.2019 21:55:26: 	Temperature: 19 , Humidity: 58 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 562
10.01.2019 21:55:27: 	Temperature: 30 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 906
10.01.2019 21:55:28: 	Temperature: 13 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 331
10.01.2019 21:55:29: 	Temperature: 15 , Humidity: 42 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3610
10.01.2019 21:55:30: 	Temperature: 22 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 727
10.01.2019 21:55:31: 	Temperature: 20 , Humidity: 32 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3019
10.01.2019 21:55:32: 	Temperature: 27 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 833
10.01.2019 21:55:33: 	Temperature: 33 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1569
10.01.2019 21:55:34: 	Temperature: 37 , Humidity: 42 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2299
10.01.2019 21:55:35: 	Temperature: 15 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1971
10.01.2019 21:55:36: 	Temperature: 11 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1111
10.01.2019 21:55:37: 	Temperature: 22 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3264
10.01.2019 21:55:38: 	Temperature: 30 , Humidity: 60 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1244
10.01.2019 21:55:39: 	Temperature: 31 , Humidity: 49 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3733
10.01.2019 21:55:40: 	Temperature: 18 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3065
10.01.2019 21:55:41: 	Temperature: 23 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3339
10.01.2019 21:55:42: 	Temperature: 10 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3745
10.01.2019 21:55:43: 	Temperature: 26 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2479
10.01.2019 21:55:44: 	Temperature: 10 , Humidity: 30 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 390
10.01.2019 21:55:45: 	Temperature: 18 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 877
10.01.2019 21:55:46: 	Temperature: 31 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1102
10.01.2019 21:55:47: 	Temperature: 19 , Humidity: 30 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2056
10.01.2019 21:55:48: 	Temperature: 18 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1333
10.01.2019 21:55:49: 	Temperature: 14 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2775
10.01.2019 21:55:50: 	Temperature: 31 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1804
10.01.2019 21:55:51: 	Temperature: 28 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1218
10.01.2019 21:55:52: 	Temperature: 28 , Humidity: 27 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2830
10.01.2019 21:55:53: 	Temperature: 33 , Humidity: 45 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2229
10.01.2019 21:55:54: 	Temperature: 36 , Humidity: 58 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2682
10.01.2019 21:55:55: 	Temperature: 35 , Humidity: 28 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3200
10.01.2019 21:55:56: 	Temperature: 12 , Humidity: 55 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2662
10.01.2019 21:55:57: 	Temperature: 22 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1897
10.01.2019 21:55:58: 	Temperature: 38 , Humidity: 58 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 660
10.01.2019 21:55:59: 	Temperature: 18 , Humidity: 79 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1507
10.01.2019 21:56:00: 	Temperature: 37 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3525
10.01.2019 21:56:01: 	Temperature: 14 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3733
10.01.2019 21:56:02: 	Temperature: 32 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2110
10.01.2019 21:56:03: 	Temperature: 35 , Humidity: 45 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2502
10.01.2019 21:56:04: 	Temperature: 29 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 687
10.01.2019 21:56:05: 	Temperature: 31 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1127
10.01.2019 21:56:06: 	Temperature: 35 , Humidity: 39 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 330
10.01.2019 21:56:07: 	Temperature: 22 , Humidity: 48 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1878
10.01.2019 21:56:08: 	Temperature: 12 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2779
10.01.2019 21:56:09: 	Temperature: 20 , Humidity: 62 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2067
10.01.2019 21:56:10: 	Temperature: 15 , Humidity: 67 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 886
10.01.2019 21:56:11: 	Temperature: 24 , Humidity: 72 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2719
10.01.2019 21:56:12: 	Temperature: 19 , Humidity: 37 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2663
10.01.2019 21:56:13: 	Temperature: 10 , Humidity: 21 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3867
10.01.2019 21:56:14: 	Temperature: 31 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3792
10.01.2019 21:56:15: 	Temperature: 25 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1544
10.01.2019 21:56:16: 	Temperature: 23 , Humidity: 27 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 411
10.01.2019 21:56:17: 	Temperature: 21 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1746
10.01.2019 21:56:18: 	Temperature: 24 , Humidity: 57 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1404
10.01.2019 21:56:19: 	Temperature: 16 , Humidity: 44 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1093
10.01.2019 21:56:20: 	Temperature: 30 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1458
10.01.2019 21:56:21: 	Temperature: 32 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3960
10.01.2019 21:56:22: 	Temperature: 22 , Humidity: 28 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1704
10.01.2019 21:56:23: 	Temperature: 19 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3554
10.01.2019 21:56:24: 	Temperature: 35 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 329
10.01.2019 21:56:25: 	Temperature: 26 , Humidity: 68 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2428
10.01.2019 21:56:26: 	Temperature: 37 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2702
10.01.2019 21:56:27: 	Temperature: 15 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2332
10.01.2019 21:56:28: 	Temperature: 39 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2696
10.01.2019 21:56:29: 	Temperature: 12 , Humidity: 45 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2969
10.01.2019 21:56:30: 	Temperature: 21 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1075
10.01.2019 21:56:31: 	Temperature: 19 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1037
10.01.2019 21:56:32: 	Temperature: 34 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3720
10.01.2019 21:56:33: 	Temperature: 24 , Humidity: 43 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2529
10.01.2019 21:56:34: 	Temperature: 39 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3328
10.01.2019 21:56:35: 	Temperature: 14 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2255
10.01.2019 21:56:36: 	Temperature: 18 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3012
10.01.2019 21:56:37: 	Temperature: 15 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3847
10.01.2019 21:56:38: 	Temperature: 35 , Humidity: 29 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3602
10.01.2019 21:56:39: 	Temperature: 35 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1008
10.01.2019 21:56:40: 	Temperature: 27 , Humidity: 26 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 642
10.01.2019 21:56:41: 	Temperature: 29 , Humidity: 75 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3726
10.01.2019 21:56:42: 	Temperature: 19 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3778
10.01.2019 21:56:43: 	Temperature: 31 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3492
10.01.2019 21:56:44: 	Temperature: 31 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2441
10.01.2019 21:56:45: 	Temperature: 10 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2556
10.01.2019 21:56:46: 	Temperature: 19 , Humidity: 39 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3218
10.01.2019 21:56:47: 	Temperature: 39 , Humidity: 80 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1244
10.01.2019 21:56:48: 	Temperature: 13 , Humidity: 64 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2439
10.01.2019 21:56:49: 	Temperature: 26 , Humidity: 80 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1420
10.01.2019 21:56:50: 	Temperature: 27 , Humidity: 26 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3505
10.01.2019 21:56:51: 	Temperature: 32 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1387
10.01.2019 21:56:52: 	Temperature: 23 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 313
10.01.2019 21:56:53: 	Temperature: 11 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3173
10.01.2019 21:56:54: 	Temperature: 25 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3021
10.01.2019 21:56:55: 	Temperature: 25 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3322
10.01.2019 21:56:56: 	Temperature: 37 , Humidity: 29 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 735
10.01.2019 21:56:57: 	Temperature: 22 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3855
10.01.2019 21:56:58: 	Temperature: 26 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3606
10.01.2019 21:56:59: 	Temperature: 25 , Humidity: 72 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3953
10.01.2019 21:57:00: 	Temperature: 21 , Humidity: 62 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 427
10.01.2019 21:57:01: 	Temperature: 27 , Humidity: 48 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1413
10.01.2019 21:57:02: 	Temperature: 27 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 801
10.01.2019 21:57:03: 	Temperature: 15 , Humidity: 74 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3767
10.01.2019 21:57:04: 	Temperature: 26 , Humidity: 22 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1652
10.01.2019 21:57:05: 	Temperature: 22 , Humidity: 71 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2536
10.01.2019 21:57:06: 	Temperature: 10 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 985
10.01.2019 21:57:07: 	Temperature: 18 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3209
10.01.2019 21:57:08: 	Temperature: 19 , Humidity: 45 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3199
10.01.2019 21:57:09: 	Temperature: 21 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3955
10.01.2019 21:57:10: 	Temperature: 26 , Humidity: 69 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2301
10.01.2019 21:57:11: 	Temperature: 30 , Humidity: 61 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3578
10.01.2019 21:57:12: 	Temperature: 36 , Humidity: 50 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1740
10.01.2019 21:57:13: 	Temperature: 37 , Humidity: 71 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2153
10.01.2019 21:57:14: 	Temperature: 39 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1681
10.01.2019 21:57:15: 	Temperature: 39 , Humidity: 26 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 837
10.01.2019 21:57:16: 	Temperature: 15 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3922
10.01.2019 21:57:17: 	Temperature: 37 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1674
10.01.2019 21:57:18: 	Temperature: 40 , Humidity: 27 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2170
10.01.2019 21:57:19: 	Temperature: 10 , Humidity: 25 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 910
10.01.2019 21:57:20: 	Temperature: 28 , Humidity: 78 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1523
10.01.2019 21:57:21: 	Temperature: 10 , Humidity: 49 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 340
10.01.2019 21:57:22: 	Temperature: 23 , Humidity: 61 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2948
10.01.2019 21:57:23: 	Temperature: 35 , Humidity: 29 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1364
10.01.2019 21:57:24: 	Temperature: 29 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2330
10.01.2019 21:57:25: 	Temperature: 23 , Humidity: 43 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1553
10.01.2019 21:57:26: 	Temperature: 38 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2836
10.01.2019 21:57:27: 	Temperature: 39 , Humidity: 62 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1125
10.01.2019 21:57:28: 	Temperature: 26 , Humidity: 70 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3559
10.01.2019 21:57:29: 	Temperature: 11 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 495
10.01.2019 21:57:30: 	Temperature: 20 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 598
